T_n_GeV,T_RH_GeV,beta_over_H_general,beta_over_H_approx,HR_star,alpha,Uf,Upsilon,v_w,g_star,delV_GeV4,kappa_v,kappa_turb,kappa_phi,f_peak_sw_Hz,f_peak_turb_Hz,f_peak_env_Hz,h2_Omega_peak_nominal,h2_Omega_peak_suppressed,f_at_peak_Hz
6809.642687437947,4107838.9300855915,4297.733064276159,4382.188365732654,0.0006815648462374643,132420836817.15543,0.8660253050143679,0.0007870033846483928,1.0,106.75,1e+28,0.9999997719078568,0.04999998859539284,2.2809214317298654e-07,1588.4400598719028,4818.863102982177,676.2272914061409,2.185281947691857e-10,1.7216651743202706e-13,1582.7043643255383
